date,barrels,fatalities,cost,price,next_day_price,next_week_price,next_day,next_week
2011-04-07,0.0,,2592,122.9,126.3,122.74,1,0
2011-04-10,0.0,,4600,126.3,126.46,121.69,1,0
2011-04-11,0.0,,1825,126.46,121.33,121.69,0,0
2011-04-12,9.5,,594361,121.33,122.7,121.35,1,1
2011-04-12,0.0,,25875,121.33,122.7,121.35,1,1
2011-04-13,0.76,,2572,122.7,122.74,124.26,1,1
2011-04-13,2357.0,,35728903,122.7,122.74,124.26,1,1
2011-04-14,1.43,,21110,122.74,124.63,123.64,1,1
2011-04-19,1.0,,1414,121.35,124.26,124.55,1,1
2011-04-20,1.0,,7100,124.26,123.64,124.94,0,1
2011-04-20,15.0,,41125,124.26,123.64,124.94,0,1
2011-04-21,2.0,,47150,123.64,124.55,126.59,1,1
2011-04-24,0.9,,36100,123.64,124.55,126.64,1,1
2011-04-25,0.0,,27301,123.64,124.55,126.64,1,1
2011-04-27,2.0,,49832,124.94,126.59,121.55,1,0
2011-04-27,1.0,,5100,124.94,126.59,121.55,1,0
2011-04-28,0.0,,9450,126.59,126.64,111.93,1,0
2011-04-29,3.0,,215,126.59,126.64,113.69,1,0
2011-05-02,0.0,,2910,126.64,124.01,113.21,0,0
2011-05-03,2.0,,99702,124.01,121.55,117.82,0,0
2011-05-03,0.2,,4000,124.01,121.55,117.82,0,0
2011-05-03,0.0,,68,124.01,121.55,117.82,0,0
2011-05-04,12.0,,2314,121.55,111.93,115.66,0,0
2011-05-07,0.0,,1316000,113.69,113.21,113.72,0,1
2011-05-09,10.0,,257035,113.21,117.82,113.72,1,1
2011-05-10,1.0,,2605,117.82,115.66,109.39,0,0
2011-05-10,0.0,,5225,117.82,115.66,109.39,0,0
2011-05-12,5.0,,0,112.87,113.08,113.2,1,1
2011-05-14,100.0,,721188,113.08,113.72,110.13,1,0
2011-05-17,0.0,,235710,109.39,112.54,112.52,1,1
2011-05-17,0.0,,30000,109.39,112.54,112.52,1,1
2011-05-19,0.0,,178010,113.2,111.25,115.06,0,1
2011-05-19,0.8,,8600,113.2,111.25,115.06,0,1
2011-05-22,85.0,,105809,111.25,110.13,117.18,0,1
2011-05-23,0.0,,11058,110.13,112.52,117.18,1,1
2011-05-23,3.0,,7900,110.13,112.52,117.18,1,1
2011-05-26,3.0,,415547,115.06,114.85,114.3,0,0
2011-05-29,0.0,,333500,114.85,117.18,115.4,1,1
2011-05-29,0.0,,34000,114.85,117.18,115.4,1,1
2011-05-30,0.05,,3525,114.85,117.18,115.4,1,1
2011-05-31,0.0,,2065,117.18,116.15,116.14,0,0
2011-05-31,0.0,,17050,117.18,116.15,116.14,0,0
2011-06-01,1.0,,8080,116.15,114.3,118.43,0,1
2011-06-02,0.0,,7540,114.3,115.09,119.95,1,1
2011-06-03,1.0,,52320,115.09,115.4,118.71,1,1
2011-06-04,7846.0,,1360430,115.09,115.4,120.49,1,1
2011-06-04,0.36,,25030,115.09,115.4,120.49,1,1
2011-06-09,0.0,,107588,119.95,118.71,114.69,0,0
2011-06-10,0.0,,13052,118.71,120.49,113.74,1,0
2011-06-10,0.0,,290,118.71,120.49,113.74,1,0
2011-06-10,0.23,,10543,118.71,120.49,113.74,1,0
2011-06-11,1.0,,43,118.71,120.49,112.21,1,0
2011-06-12,0.0,,2400000,118.71,120.49,112.21,1,0
2011-06-13,20.0,,1770,120.49,120.35,112.21,0,0
2011-06-13,0.0,,28588,120.49,120.35,112.21,0,0
2011-06-13,0.0,,0,120.49,120.35,112.21,0,0
2011-06-14,33.0,,108832,120.35,114.67,112.02,0,0
2011-06-15,4.88,,267,114.67,114.69,113.59,1,0
2011-06-16,10.0,,120888,114.69,113.74,108.27,0,0
2011-06-16,0.89,,1586,114.69,113.74,108.27,0,0
2011-06-16,2.0,,13100,114.69,113.74,108.27,0,0
2011-06-16,50.0,,645000,114.69,113.74,108.27,0,0
2011-06-18,1.0,,1590,113.74,112.21,104.57,0,0
2011-06-18,9.0,,77265,113.74,112.21,104.57,0,0
2011-06-20,0.0,,44400,112.21,112.02,104.57,0,0
2011-06-20,0.03,,14540,112.21,112.02,104.57,0,0
2011-06-21,0.2,,45400,112.02,113.59,107.57,1,0
2011-06-23,1.12,,158100,108.27,104.79,111.71,0,1
2011-06-29,0.0,,152005,111.49,111.71,113.55,1,1
2011-07-01,5.0,,911000,109.82,113.21,117.4,1,1
2011-07-01,0.14,,632830,109.82,113.21,117.4,1,1
2011-07-01,1.0,,3992,109.82,113.21,117.4,1,1
2011-07-01,1509.0,,135000000,109.82,113.21,117.4,1,1
2011-07-04,13.4,,58000,109.82,113.21,117.35,1,1
2011-07-04,0.0,,6570,109.82,113.21,117.35,1,1
2011-07-06,3.44,,187,113.55,117.4,118.46,1,1
2011-07-06,10.0,,329750,113.55,117.4,118.46,1,1
2011-07-09,0.0,,5050,117.4,117.35,117.05,0,0
2011-07-12,0.28,,778,117.36,118.46,118.18,1,1
2011-07-12,0.0,,189060,117.36,118.46,118.18,1,1
2011-07-13,10.0,,27540,118.46,117.38,118.52,0,1
2011-07-13,0.38,,20100,118.46,117.38,118.52,0,1
2011-07-16,100.0,,956500,118.06,117.05,118.27,0,1
2011-07-17,2.6,,1368,118.06,117.05,118.27,0,1
2011-07-17,0.74,,148,118.06,117.05,118.27,0,1
2011-07-17,0.0,,30192,118.06,117.05,118.27,0,1
2011-07-18,1967.0,,188678,117.05,118.18,118.27,1,1
2011-07-19,0.0,,4720,118.18,118.52,118.14,1,0
2011-07-20,0.0,,221,118.52,118.25,117.99,0,0
2011-07-22,0.0,,30150,118.99,118.27,115.93,0,0
2011-07-22,1.5,,3575,118.99,118.27,115.93,0,0
2011-07-22,627.0,,4741387,118.99,118.27,115.93,0,0
2011-07-23,0.0,,142175,118.99,118.27,116.37,0,0
2011-07-24,0.0,,49916,118.99,118.27,116.37,0,0
2011-07-24,0.0,,0,118.99,118.27,116.37,0,0
2011-07-25,0.17,,7600,118.27,118.14,116.37,0,0
2011-07-26,9.0,,63050,118.14,117.99,116.02,0,0
2011-07-27,0.24,,35000,117.99,118.16,113.74,1,0
2011-07-30,0.0,,6140,115.93,116.37,103.06,1,0
2011-07-30,0.0,,773159,115.93,116.37,103.06,1,0
2011-08-01,0.0,,250000,116.37,116.02,103.06,0,0
2011-08-01,0.5,,12250,116.37,116.02,103.06,0,0
2011-08-06,0.0,,196640,106.92,103.06,108.89,0,1
2011-08-07,0.0,,476550,106.92,103.06,108.89,0,1
2011-08-08,3.26,,411277,103.06,103.63,108.89,1,1
2011-08-08,0.0,,12522,103.06,103.63,108.89,1,1
2011-08-10,0.0,,2046,103.84,107.82,111.37,1,1
2011-08-10,0.0,,127994,103.84,107.82,111.37,1,1
2011-08-11,0.7,,30070,107.82,108.17,108.36,1,1
2011-08-11,0.0,,197,107.82,108.17,108.36,1,1
2011-08-12,1.0,,5100,108.17,108.89,109.37,1,1
2011-08-12,1.0,,45240,108.17,108.89,109.37,1,1
2011-08-12,3.0,,40400,108.17,108.89,109.37,1,1
2011-08-12,0.0,,931750,108.17,108.89,109.37,1,1
2011-08-13,675.0,,7669065,108.17,108.89,108.83,1,1
2011-08-16,0.0,,175080,109.69,111.37,110.35,1,1
2011-08-17,0.0,,81300,111.37,108.36,111.91,0,1
2011-08-17,2.0,,49800,111.37,108.36,111.91,0,1
2011-08-17,4.5,,2729,111.37,108.36,111.91,0,1
2011-08-18,0.0,,2152,108.36,109.37,111.91,1,1
2011-08-19,7.5,,241617,109.37,108.83,112.29,0,1
2011-08-20,50.0,,338500,109.37,108.83,115.59,0,1
2011-08-21,0.0,,41500,109.37,108.83,115.59,0,1
2011-08-22,0.2,,30013,108.83,110.35,115.59,1,1
2011-08-23,19.86,,1742,110.35,111.91,115.59,1,1
2011-08-23,14.0,,410000,110.35,111.91,115.59,1,1
2011-08-23,0.24,,1370,110.35,111.91,115.59,1,1
2011-08-24,0.0,,580000,111.91,111.91,116.48,1,1
2011-08-25,0.5,,45,111.91,112.29,116.43,1,1
2011-08-27,56.0,,1275040,112.29,115.59,113.29,1,1
2011-08-28,0.0,,10184,112.29,115.59,113.29,1,1
2011-08-29,3.0,,27598,112.29,115.59,113.29,1,1
2011-08-31,2.0,,10904,116.48,116.43,117.5,0,1
2011-08-31,1.0,,227,116.48,116.43,117.5,0,1
2011-08-31,0.0,,225,116.48,116.43,117.5,0,1
2011-08-31,0.0,,7900,116.48,116.43,117.5,0,1
2011-09-01,0.0,,26000,116.43,115.92,117.99,0,1
2011-09-04,4.1,,36427,115.92,113.29,114.75,0,0
2011-09-05,120.0,,140030,115.92,113.29,114.75,0,0
2011-09-08,12836.0,,1501020,117.99,115.1,116.71,0,0
2011-09-09,0.0,,3830,115.1,114.75,116.26,0,1
2011-09-10,0.05,,1210,115.1,114.75,112.89,0,0
2011-09-11,0.17,,10,115.1,114.75,112.89,0,0
2011-09-12,0.09,,2000010,114.75,114.08,112.89,0,0
2011-09-12,500.0,,2582100,114.75,114.08,112.89,0,0
2011-09-13,0.8,,3343196,114.08,113.1,114.39,0,1
2011-09-14,0.24,,150004,113.1,116.71,114.26,1,1
2011-09-15,0.35,,162264,116.71,116.26,109.21,0,0
2011-09-19,0.0,,10200,112.89,114.39,107.9,1,0
2011-09-19,0.0,,19550,112.89,114.39,107.9,1,0
2011-09-20,0.0,,39150,114.39,114.26,109.54,0,0
2011-09-20,1.0,,160185,114.39,114.26,109.54,0,0
2011-09-20,324.0,,3397777,114.39,114.26,109.54,0,0
2011-09-20,3.43,,67542,114.39,114.26,109.54,0,0
2011-09-21,80.0,,12590,114.26,109.21,108.52,0,0
2011-09-23,0.5,,28155,109.17,107.9,105.42,0,0
2011-09-24,0.48,,7070,109.17,107.9,103.61,0,0
2011-09-25,0.0,,229250,109.17,107.9,103.61,0,0
2011-09-25,0.0,,120100,109.17,107.9,103.61,0,0
2011-09-26,0.0,,365591,107.9,109.54,103.61,1,0
2011-09-28,0.0,,37607,108.52,107.08,103.77,0,0
2011-09-29,0.0,,66000,107.08,105.42,104.38,0,0
2011-10-03,10.0,,17500,103.61,101.84,109.49,0,1
2011-10-03,0.0,,29100,103.61,101.84,109.49,0,1
2011-10-04,0.0,,54500,101.84,103.77,109.22,1,1
2011-10-04,0.5,,3308,101.84,103.77,109.22,1,1
2011-10-04,0.0,,12257,101.84,103.77,109.22,1,1
2011-10-06,290.0,,667841,104.38,106.56,112.45,1,1
2011-10-06,0.0,,0,104.38,106.56,112.45,1,1
2011-10-06,0.48,,9000,104.38,106.56,112.45,1,1
2011-10-07,3.0,,6080,106.56,109.49,114.33,1,1
2011-10-07,990.0,,766550,106.56,109.49,114.33,1,1
2011-10-10,200.0,,70530,109.49,109.22,112.92,0,1
2011-10-11,0.0,,13750,109.22,112.44,112.08,1,1
2011-10-12,1.0,,4520,112.44,112.45,111.76,1,0
2011-10-12,0.0,,295000,112.44,112.45,111.76,1,0
2011-10-13,0.12,,10,112.45,114.33,109.0,1,0
2011-10-14,0.0,,500,114.33,112.92,111.6,0,0
2011-10-14,3.0,,2336,114.33,112.92,111.6,0,0
2011-10-14,0.0,,17456,114.33,112.92,111.6,0,0
2011-10-15,0.0,,41500,114.33,112.92,111.67,0,0
2011-10-17,0.0,,560,112.92,112.08,111.67,0,0
2011-10-17,0.0,,5500,112.92,112.08,111.67,0,0
2011-10-19,0.35,,25070,111.76,109.0,110.43,0,0
2011-10-20,0.0,,35440,109.0,111.6,112.45,1,1
2011-10-23,4.0,,6400,111.6,111.67,108.43,1,0
2011-10-24,0.0,,5650,111.67,112.11,108.43,1,0
2011-10-26,0.1,,20000,110.43,112.45,110.82,1,1
2011-10-27,3.0,,29540,112.45,110.01,110.76,0,0
2011-10-27,0.23,,775,112.45,110.01,110.76,0,0
2011-10-31,0.05,,32100,108.43,106.97,114.75,0,1
2011-11-02,0.48,,45,110.82,110.76,115.29,0,1
2011-11-07,0.0,,43400,114.75,115.61,112.57,1,0
2011-11-07,5648.0,,479639,114.75,115.61,112.57,1,0
2011-11-07,45.0,,1839410,114.75,115.61,112.57,1,0
2011-11-08,0.23,,552312,115.61,115.29,111.9,0,0
2011-11-08,0.0,,7300,115.61,115.29,111.9,0,0
2011-11-10,0.1,,16100,113.32,114.43,109.25,1,0
2011-11-11,0.0,,2010,114.43,112.57,107.82,0,0
2011-11-12,1.5,,5190,114.43,112.57,105.98,0,0
2011-11-13,80.0,,40343,114.43,112.57,105.98,0,0
2011-11-13,0.0,,49312,114.43,112.57,105.98,0,0
2011-11-14,1905.0,,1872546,112.57,111.9,105.98,0,0
2011-11-14,1330.0,,87130,112.57,111.9,105.98,0,0
2011-11-15,0.0,,385900,111.9,111.91,107.77,1,0
2011-11-16,55.0,,111651,111.91,109.25,106.83,0,0
2011-11-17,0.0,,460544,109.25,107.82,106.08,0,0
2011-11-20,0.0,,3100,107.82,105.98,109.38,0,1
2011-11-21,0.0,,14300,105.98,107.77,109.38,1,1
2011-11-21,0.0,,709351,105.98,107.77,109.38,1,1
2011-11-22,85.0,,2785,107.77,106.83,111.25,0,1
2011-11-29,0.0,,5913500,111.25,111.22,110.16,0,0
2011-11-30,0.0,,125000,111.22,108.83,110.07,0,0
2011-12-01,0.36,,4185,108.83,109.59,108.23,1,0
2011-12-01,5.0,,40500,108.83,109.59,108.23,1,0
2011-12-01,0.02,,340000,108.83,109.59,108.23,1,0
2011-12-01,0.0,,3,108.83,109.59,108.23,1,0
2011-12-03,0.0,,1150,109.59,110.18,107.82,1,0
2011-12-06,1.0,,833200,110.16,110.07,109.25,0,0
2011-12-06,150.0,,21232,110.16,110.07,109.25,0,0
2011-12-06,0.24,,15730,110.16,110.07,109.25,0,0
2011-12-06,4.0,,52121,110.16,110.07,109.25,0,0
2011-12-07,1.0,,4605,110.07,108.23,105.72,0,0
2011-12-08,0.0,,194750,108.23,107.91,104.52,0,0
2011-12-08,360.0,,32471,108.23,107.91,104.52,0,0
2011-12-09,530.0,,59525,107.91,107.82,104.0,0,0
2011-12-09,3.06,,117070,107.91,107.82,104.0,0,0
2011-12-10,592.0,,2246845,107.91,107.82,104.55,0,0
2011-12-10,1990.0,,2280608,107.91,107.82,104.55,0,0
2011-12-11,0.71,,7696,107.91,107.82,104.55,0,0
2011-12-11,0.0,,697,107.91,107.82,104.55,0,0
2011-12-12,0.0,,73050,107.82,109.25,104.55,1,0
2011-12-12,1.3,,22614,107.82,109.25,104.55,1,0
2011-12-14,100.0,,287500,105.72,104.52,108.0,0,1
2011-12-17,22.0,,3866,104.0,104.55,107.54,1,1
2011-12-19,1.0,,15100,104.55,107.8,107.54,1,1
2011-12-20,2.5,,5434,107.8,108.0,107.54,1,0
2011-12-20,0.0,,5811,107.8,108.0,107.54,1,0
2011-12-27,1.0,,1100,109.28,107.54,111.12,0,1
2011-12-27,3283.0,,217000,109.28,107.54,111.12,0,1
2011-12-28,0.0,,10500,107.54,106.89,113.37,0,1
2011-12-29,0.03,,1630,106.89,108.09,113.59,1,1
2011-12-29,2.0,,3612,106.89,108.09,113.59,1,1
2011-12-30,50.0,,157300,108.09,111.12,111.96,1,1
2012-01-01,13.79,,2492,108.09,111.12,111.07,1,1
2012-01-04,0.0,,6550,113.37,113.59,111.66,1,0
2012-01-06,117.0,,89622,111.96,111.07,109.88,0,0
2012-01-09,0.12,,1315,111.07,113.3,110.55,1,0
2012-01-10,0.0,,10050,113.3,111.66,110.55,0,0
2012-01-11,2.0,,23129,111.66,112.97,109.81,1,0
2012-01-12,0.0,,3085,112.97,109.88,109.54,0,0
2012-01-12,0.14,,33,112.97,109.88,109.54,0,0
2012-01-12,1221.5,,17904594,112.97,109.88,109.54,0,0
2012-01-14,0.0,,10040,109.88,110.55,109.46,1,0
2012-01-14,0.0,,37240,109.88,110.55,109.46,1,0
2012-01-16,2.0,,128200,109.88,110.55,109.46,1,0
2012-01-17,11.0,,311847,110.55,109.81,108.38,0,0
2012-01-17,0.0,,35005,110.55,109.81,108.38,0,0
2012-01-18,23.3,,1100000,109.81,109.54,108.48,0,0
2012-01-18,0.71,,2030,109.81,109.54,108.48,0,0
2012-01-20,0.0,,92523,108.5,109.46,110.5,1,1
2012-01-20,0.0,,4500,108.5,109.46,110.5,1,1
2012-01-22,5.95,,5393,108.5,109.46,110.24,1,1
2012-01-22,0.0,,5000,108.5,109.46,110.24,1,1
2012-01-23,0.17,,925,109.46,108.38,110.24,0,1
2012-01-25,1.0,,42532,108.48,109.08,111.96,1,1
2012-01-26,1.52,,265793,109.08,110.5,110.96,1,1
2012-01-26,0.36,,2837,109.08,110.5,110.96,1,1
2012-01-27,195.0,,125160,110.5,110.24,112.56,0,1
2012-01-28,20.0,,178748,110.5,110.24,115.47,0,1
2012-01-30,0.0,,181,110.24,110.26,115.47,1,1
2012-01-31,87.0,,15950000,110.26,111.96,116.86,1,1
2012-02-01,0.16,,1550,111.96,110.96,117.18,0,1
2012-02-03,6.0,,57600,112.56,115.47,118.13,1,1
2012-02-06,0.0,,38540,115.47,116.86,118.73,1,1
2012-02-06,0.0,,27228,115.47,116.86,118.73,1,1
2012-02-06,2.0,,17296,115.47,116.86,118.73,1,1
2012-02-07,0.0,,25050,116.86,117.18,118.3,1,1
2012-02-07,0.0,,96000,116.86,117.18,118.3,1,1
2012-02-09,0.35,,2034,118.4,118.13,121.0,0,1
2012-02-12,0.48,,11575,118.13,118.73,120.85,1,1
2012-02-13,0.0,,3000,118.73,118.3,120.85,0,1
2012-02-14,100.0,,75000,118.3,120.25,120.85,1,1
2012-02-14,281.76,,2377626,118.3,120.25,120.85,1,1
2012-02-15,0.1,,16450,120.25,121.0,123.07,1,1
2012-02-15,0.0,,825050,120.25,121.0,123.07,1,1
2012-02-15,0.35,,610,120.25,121.0,123.07,1,1
2012-02-15,0.0,,901600,120.25,121.0,123.07,1,1
2012-02-15,0.0,,300000,120.25,121.0,123.07,1,1
2012-02-15,0.0,,61100,120.25,121.0,123.07,1,1
2012-02-16,0.0,,43660,121.0,120.69,124.53,0,1
2012-02-16,0.0,,10003,121.0,120.69,124.53,0,1
2012-02-17,0.0,,0,120.69,120.85,124.89,1,1
2012-02-17,0.0,,58360,120.69,120.85,124.89,1,1
2012-02-18,0.5,,22507,120.69,120.85,126.46,1,1
2012-02-19,0.0,,11310,120.69,120.85,126.46,1,1
2012-02-20,0.05,,3273,120.69,120.85,126.46,1,1
2012-02-20,50.0,,266340,120.69,120.85,126.46,1,1
2012-02-21,0.0,,125000,120.85,123.07,124.02,1,1
2012-02-22,0.0,,332,123.07,124.53,122.23,1,0
2012-02-24,2.0,,244650,124.89,126.46,125.93,1,1
2012-02-27,0.5,,4253,126.46,124.02,126.68,0,1
2012-02-28,50.0,,965000,124.02,122.23,125.03,0,1
2012-02-29,2.0,,1207,122.23,125.76,125.37,1,1
2012-03-02,0.0,,45000,125.93,126.68,128.08,1,1
2012-03-02,0.12,,15012,125.93,126.68,128.08,1,1
2012-03-02,28.0,,38940,125.93,126.68,128.08,1,1
2012-03-03,1245.0,2.0,2836777,125.93,126.68,127.27,1,1
2012-03-04,0.0,,400625,125.93,126.68,127.27,1,1
2012-03-05,1.5,,2050,126.68,125.03,127.27,0,1
2012-03-06,0.5,,18160,125.03,125.37,128.14,1,1
2012-03-06,0.0,,1800,125.03,125.37,128.14,1,1
2012-03-08,1.0,,25100,127.96,128.08,123.63,1,0
2012-03-09,0.0,,450,128.08,127.27,125.09,0,0
2012-03-09,0.0,,1030,128.08,127.27,125.09,0,0
2012-03-12,0.2,,165,127.27,128.14,125.76,1,0
2012-03-14,0.0,,7525,126.98,123.63,123.89,0,0
2012-03-14,0.03,,2220,126.98,123.63,123.89,0,0
2012-03-15,0.1,,150700,123.63,125.09,122.49,1,0
2012-03-15,4.3,,259,123.63,125.09,122.49,1,0
2012-03-16,0.0,,4550,125.09,125.76,125.21,1,1
2012-03-17,0.0,,23015,125.09,125.76,125.85,1,1
2012-03-17,15.0,,2801500,125.09,125.76,125.85,1,1
2012-03-20,2.0,,36062,124.38,123.89,125.25,0,1
2012-03-20,0.0,,800,124.38,123.89,125.25,0,1
2012-03-20,0.0,,40000,124.38,123.89,125.25,0,1
2012-03-21,0.0,,100750,123.89,122.49,124.41,0,1
2012-03-21,0.09,,42700,123.89,122.49,124.41,0,1
2012-03-21,0.0,,906500,123.89,122.49,124.41,0,1
2012-03-22,0.0,,100000,122.49,125.21,123.23,1,1
2012-03-22,0.0,,637800,122.49,125.21,123.23,1,1
2012-03-23,0.48,,49,125.21,125.85,123.41,1,0
2012-03-25,0.0,,6040,125.21,125.85,124.44,1,0
2012-03-26,0.0,,120400,125.85,125.25,124.44,0,0
2012-03-27,0.0,,188095,125.25,124.41,123.04,0,0
2012-03-27,100.0,,178282,125.25,124.41,123.04,0,0
2012-03-30,15.0,,69088,123.41,124.44,121.89,1,0
2012-03-31,0.0,,7900,123.41,124.44,121.89,1,0
2012-04-01,0.0,,7250,123.41,124.44,121.89,1,0
2012-04-02,0.0,,1800,124.44,123.04,121.89,0,0
2012-04-03,3.88,,2911,124.44,123.04,121.89,0,0
2012-04-04,0.0,,35000,123.04,123.58,120.41,1,0
2012-04-04,0.0,,9315,123.04,123.58,120.41,1,0
2012-04-04,0.0,,10200,123.04,123.58,120.41,1,0
2012-04-05,0.0,,923370,123.58,121.89,120.57,0,0
2012-04-06,15.15,,2912,123.58,121.89,120.62,0,0
2012-04-06,0.0,,486500,123.58,121.89,120.62,0,0
2012-04-06,0.08,,350005,123.58,121.89,120.62,0,0
2012-04-07,0.0,,10100,123.58,121.89,118.23,0,0
2012-04-08,5.0,,25060,123.58,121.89,118.23,0,0
2012-04-08,0.0,,1698327,123.58,121.89,118.23,0,0
2012-04-09,0.0,,15000,123.58,121.89,118.23,0,0
2012-04-09,1.84,,323,123.58,121.89,118.23,0,0
2012-04-10,0.0,,14476,121.89,120.41,117.41,0,0
2012-04-10,0.0,,81600,121.89,120.41,117.41,0,0
2012-04-10,0.0,,312,121.89,120.41,117.41,0,0
2012-04-11,0.0,,2050,120.41,120.57,115.18,1,0
2012-04-11,0.0,,53000,120.41,120.57,115.18,1,0
2012-04-12,76.0,,156600,120.57,120.62,117.0,1,0
2012-04-16,0.0,,9750,118.23,117.41,116.66,0,0
2012-04-16,0.0,,3600,118.23,117.41,116.66,0,0
2012-04-16,0.0,,9140,118.23,117.41,116.66,0,0
2012-04-16,3.0,,39070,118.23,117.41,116.66,0,0
2012-04-16,0.0,,221100,118.23,117.41,116.66,0,0
2012-04-19,0.0,,6030,117.0,118.08,119.33,1,1
2012-04-19,0.0,,22000,117.0,118.08,119.33,1,1
2012-04-19,0.0,,405500,117.0,118.08,119.33,1,1
2012-04-19,0.0,,3080,117.0,118.08,119.33,1,1
2012-04-20,0.36,,27100,118.08,116.66,119.3,0,1
2012-04-23,0.0,,9900,116.66,117.74,118.66,1,1
2012-04-23,0.0,,14850,116.66,117.74,118.66,1,1
2012-04-23,0.0,,4660,116.66,117.74,118.66,1,1
2012-04-25,0.3,,10050,117.45,119.33,117.57,1,1
2012-04-28,880.0,,7670662,119.3,118.66,110.48,0,0
2012-04-29,0.0,,2800,119.3,118.66,110.48,0,0
2012-04-30,3.0,,32595,118.66,119.57,110.48,1,0
2012-05-01,3.0,,770,119.57,117.57,110.48,0,0
2012-05-03,0.0,,12000,115.91,111.66,112.24,0,0
2012-05-06,0.0,,6840,111.66,110.48,110.79,0,0
2012-05-08,0.0,,24525,110.48,111.89,111.4,1,1
2012-05-08,0.0,,9575,110.48,111.89,111.4,1,1
2012-05-10,20.0,,259533,112.24,112.5,109.31,1,0
2012-05-12,0.0,,7803,112.5,110.79,109.02,0,0
2012-05-14,0.0,,4020,110.79,111.4,109.02,1,0
2012-05-14,0.0,,125000,110.79,111.4,109.02,1,0
2012-05-15,35.0,,75485,111.4,109.8,109.76,0,0
2012-05-15,0.58,,97031,111.4,109.8,109.76,0,0
2012-05-17,0.0,,0,109.31,108.03,107.2,0,0
2012-05-17,5.0,,41970,109.31,108.03,107.2,0,0
2012-05-17,0.0,,26315,109.31,108.03,107.2,0,0
2012-05-18,0.0,,4213,108.03,109.02,107.86,1,0
2012-05-18,0.0,,395779,108.03,109.02,107.86,1,0
2012-05-18,2.0,,10454,108.03,109.02,107.86,1,0
2012-05-19,0.0,,7055,108.03,109.02,107.55,1,0
2012-05-19,0.0,,434500,108.03,109.02,107.55,1,0
2012-05-19,0.0,,4350,108.03,109.02,107.55,1,0
2012-05-19,3.4,,68911,108.03,109.02,107.55,1,0
2012-05-22,0.0,,5000,109.76,106.88,107.55,0,0
2012-05-22,0.79,,40283,109.76,106.88,107.55,0,0
2012-05-22,2.5,,32328,109.76,106.88,107.55,0,0
2012-05-23,2.0,,12680,106.88,107.2,103.85,1,0
2012-05-24,0.0,,30100,107.2,107.86,103.86,1,0
2012-05-27,1.0,,7770,107.86,107.55,97.74,0,0
2012-05-30,19.0,,85249,103.85,103.86,101.14,1,0
2012-06-01,2880.0,,117395,98.63,97.74,97.57,0,0
2012-06-02,0.0,1.0,0,98.63,97.74,98.6,0,0
2012-06-04,10.0,,10500,97.74,98.65,98.6,1,1
2012-06-05,0.02,,1523241,98.65,101.14,96.59,1,0
2012-06-06,0.0,,11049,101.14,100.05,97.29,0,0
2012-06-06,0.2,,16548,101.14,100.05,97.29,0,0
2012-06-06,0.0,,7450,101.14,100.05,97.29,0,0
2012-06-08,0.0,,55000,97.57,98.6,97.13,1,0
2012-06-08,91.0,,952518,97.57,98.6,97.13,1,0
2012-06-09,0.1,,100,97.57,98.6,95.21,1,0
2012-06-11,0.0,,3525,98.6,96.59,95.21,0,0
2012-06-11,0.0,,3500,98.6,96.59,95.21,0,0
2012-06-12,0.0,,7475,96.59,97.29,95.14,1,0
2012-06-12,1.0,,26553,96.59,97.29,95.14,1,0
2012-06-13,0.5,,5200,97.29,96.46,93.5,0,0
2012-06-13,0.0,,3250,97.29,96.46,93.5,0,0
2012-06-15,2.0,,43720,97.13,95.21,89.22,0,0
2012-06-17,73.5,,87000,97.13,95.21,88.69,0,0
2012-06-19,250.0,,130000,95.14,93.5,90.19,0,0
2012-06-20,0.8,,5456,93.5,89.22,92.06,0,0
2012-06-20,0.12,,2909,93.5,89.22,92.06,0,0
2012-06-21,0.0,,151661,89.22,89.22,91.02,1,1
2012-06-22,0.0,,1055,89.22,88.69,94.17,0,1
2012-06-23,0.0,,59000,89.22,88.69,95.28,0,1
2012-06-25,0.0,,35020,88.69,90.19,95.28,1,1
2012-06-25,2.0,,6900,88.69,90.19,95.28,1,1
2012-06-27,465.0,,235000,92.06,91.02,101.54,0,1
2012-07-02,0.0,,17500,95.28,99.89,99.94,1,1
2012-07-02,201.0,,303000,95.28,99.89,99.94,1,1
2012-07-03,0.0,,176000,99.89,101.54,99.15,1,0
2012-07-05,0.24,,9600,101.54,98.5,99.18,0,0
2012-07-06,4.0,,13000,98.5,99.94,101.91,1,1
2012-07-06,0.12,,1137,98.5,99.94,101.91,1,1
2012-07-07,2.0,,18162,98.5,99.94,102.1,1,1
2012-07-12,0.0,,18000,99.18,101.91,107.79,1,1
2012-07-13,8.68,,380538,101.91,102.1,106.98,1,1
2012-07-15,6.0,,10100,101.91,102.1,103.91,1,1
2012-07-16,15.67,,505850,102.1,104.21,103.91,1,1
2012-07-17,820.0,,23223508,104.21,105.92,103.57,1,0
2012-07-19,0.0,,2750,107.79,106.98,104.77,0,0
2012-07-19,0.0,,15000,107.79,106.98,104.77,0,0
2012-07-20,6.3,,3245,106.98,103.91,106.3,0,0
2012-07-21,0.0,,4300,106.98,103.91,106.54,0,0
2012-07-21,3117.0,,1162004,106.98,103.91,106.54,0,0
2012-07-23,0.0,,1820500,103.91,103.57,106.54,0,1
2012-07-23,0.0,,62400,103.91,103.57,106.54,0,1
